time,P_t,sentiment_z,LLM_Sentiment_buy,LLM_Sentiment_sell,xgb_pred_change,XGBoost_buy,XGBoost_sell,gbm_pred_change,GBM_buy,GBM_sell,arima_pred_change,ARIMA_buy,ARIMA_sell,prophet_pred,prophet_lower,prophet_upper,Prophet_buy,Prophet_sell,rf_pred_change,RandomForest_buy,RandomForest_sell,lgbm_pred_change,LightGBM_buy,LightGBM_sell,svr_pred_change,SVR_buy,SVR_sell,rnn_pred_change,LSTM_GRU_buy,LSTM_GRU_sell,tcn_pred_change,TCN_buy,TCN_sell,bull_count,predicted_return,SMA_20,ensemble_signal,ensemble_buy,ensemble_sell,position,entry_price,entry_index,days_held,cumulative_return,stop_loss_triggered,time_stop_triggered
2024-10-01,60790.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,60790.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,63839.4285,0,0,0,0,,-1,0,0.0,False,False
2024-10-02,60631.37,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,60631.37,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,64167.236,0,0,0,0,,-1,0,0.0,False,False
2024-10-03,60744.99,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,60744.99,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,64504.67150000001,0,0,0,0,,-1,0,0.0,False,False
2024-10-04,62090.71,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,62090.71,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,64797.4775,0,0,0,0,,-1,0,0.0,False,False
2024-10-05,62051.29,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,62051.29,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,65100.784,0,0,0,0,,-1,0,0.0,False,False
2024-10-06,62810.86,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,62810.86,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,65326.44500000001,0,0,0,0,,-1,0,0.0,False,False
2024-10-07,62200.28,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,62200.28,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,65536.53,0,0,0,0,,-1,0,0.0,False,False
2024-10-08,62122.02,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,62122.02,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,65823.6755,0,0,0,0,,-1,0,0.0,False,False
2024-10-09,60578.28,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,60578.28,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,66213.7995,0,0,0,0,,-1,0,0.0,False,False
2024-10-10,60279.53,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,60279.53,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,66821.10299999999,0,0,0,0,,-1,0,0.0,False,False
2024-10-11,62518.75,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,62518.75,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,67423.272,0,0,0,0,,-1,0,0.0,False,False
2024-10-12,63187.47,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,63187.47,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,67807.226,0,0,0,0,,-1,0,0.0,False,False
